loss,val_loss
0.037666384130716324,0.015531044453382492
0.008296039886772633,0.006291048601269722
0.004894748795777559,0.004729118198156357
0.003928434103727341,0.003935258369892836
0.0033299142960458994,0.0033752021845430136
0.002898309612646699,0.0029687490314245224
0.002576433354988694,0.002661503851413727
0.002328301779925823,0.0024209285620599985
0.002129118423908949,0.0022271655034273863
0.0019623765256255865,0.0020623866003006697
0.0018183332867920399,0.0019200387177988887
0.001691709621809423,0.0017952189082279801
0.0015786747680976987,0.0016861509066075087
0.0014773148577660322,0.0015874597011134028
0.0013853743439540267,0.0015002061845734715
0.0013016397133469582,0.0014208173379302025
0.0012248940765857697,0.0013500434579327703
0.001154583995230496,0.0012843242147937417
0.0010898151667788625,0.0012274031760171056
0.001030184794217348,0.0011750239646062255
0.0009753291378729045,0.0011269215028733015
0.0009246621048077941,0.0010836903238669038
0.0008781319484114647,0.0010452455608174205
0.0008353376761078835,0.001010316889733076
0.0007958657224662602,0.0009787898743525147
0.0007596634095534682,0.0009495989070273936
0.0007262818980962038,0.0009247722337022424
0.0006957055302336812,0.0009017370757646859
0.0006675520562566817,0.0008827827405184507
0.0006417720578610897,0.0008627744973637164
0.0006178949843160808,0.0008466531871818006
0.0005959711270406842,0.0008305247174575925
0.0005757420440204442,0.0008183181053027511
