loss,val_loss
50.64165115356445,50.72072219848633
50.85370635986328,50.35583877563477
48.764366149902344,47.70550537109375
45.4173698425293,43.33703994750977
40.28133010864258,38.28618621826172
35.23764038085937,32.19332504272461
31.417316436767575,29.55927848815918
28.78032875061035,28.20091819763184
25.47868347167969,25.53213119506836
23.973478317260746,24.054241180419922
23.1904296875,22.55202293395996
22.24611091613769,21.19764709472656
21.762603759765625,20.93871307373047
20.69165802001953,20.069034576416016
19.45748710632324,18.99556541442871
18.625036239624023,18.94314956665039
18.313161849975586,17.00149917602539
17.041435241699222,17.364259719848633
16.48283576965332,17.15694808959961
15.038381576538086,16.472284317016598
15.920496940612793,15.757757186889648
14.888028144836426,14.799248695373535
14.84739589691162,14.824541091918945
14.45621109008789,13.543252944946287
13.23427677154541,12.799273490905762
13.08761978149414,12.530641555786133
12.642078399658205,11.93153190612793
12.401997566223145,12.19041633605957
11.962958335876465,10.907240867614746
11.826104164123535,11.576906204223633
11.40127658843994,11.081637382507324
10.972845077514648,10.609619140625
10.842514038085938,10.397526741027832
10.575972557067873,10.05472183227539
10.112791061401367,9.99154567718506
10.414017677307127,9.056639671325684
9.128146171569824,9.164265632629396
9.699748039245604,9.004815101623535
8.893610954284668,9.148423194885254
8.737987518310549,8.786685943603517
8.999760627746582,8.82912826538086
8.565304756164549,7.876095771789551
7.9561519622802725,7.610054969787598
8.0635986328125,7.312736511230469
7.32127046585083,7.20576810836792
7.734484672546388,7.75308084487915
6.8362793922424325,6.722956657409668
7.548543453216553,6.824617385864258
6.810310363769531,7.014585494995117
6.244547367095947,6.493909358978272
5.933967113494872,6.249614715576173
6.1935667991638175,5.620626926422119
5.948761463165282,5.931734561920166
5.887911319732666,5.364487171173097
5.859450340270996,6.001527309417725
5.682302474975586,5.486697196960449
5.537147998809815,5.021768093109131
5.305339813232422,5.127378463745117
4.760270595550537,5.049872398376465
5.470980644226074,4.785234928131104
4.719962120056152,4.865626335144043
4.88421630859375,5.012156009674072
4.922050476074219,4.592650413513184
4.442548751831055,3.9342839717864986
4.294271469116212,4.225202083587647
4.096490383148193,4.106822967529297
4.009803771972656,4.419394016265869
4.125843048095703,4.013401508331299
4.175039291381837,3.735071897506714
3.78273344039917,3.914210796356201
3.688607454299927,3.905351400375366
3.8676390647888175,3.6861047744750977
3.6522433757781982,3.4354677200317383
3.5192165374755864,3.945018768310547
3.706121206283569,3.2625181674957275
3.3620049953460693,3.5690934658050537
3.3160066604614262,3.523632049560547
3.3170545101165767,3.3534414768218994
2.826542615890503,2.9687774181365967
3.0979108810424805,3.0544528961181636
2.9175841808319087,3.0047078132629395
3.0181024074554443,2.829362630844116
3.063103199005127,2.9610958099365234
2.7336697578430176,2.618713855743408
2.8946955204010014,2.9253263473510738
2.65109920501709,2.702742099761963
2.536461353302002,2.591040134429932
2.9601798057556152,2.514981985092163
2.68946385383606,2.6197760105133057
2.5692477226257324,2.455474853515625
2.4691712856292725,2.454592227935791
2.5331661701202397,2.5408499240875244
2.2781333923339844,2.3704419136047363
2.3661789894104004,2.4573659896850586
2.539626359939575,2.1301777362823486
2.5309083461761475,2.4427318572998047
2.328064203262329,2.259723663330078
2.263075351715088,2.211604595184326
2.345553398132324,2.423160552978516
2.0773270130157466,2.3122005462646484
3.781569480895996,4.93963623046875
5.727044582366943,5.957801818847656
6.33212423324585,6.435512065887451
6.1670637130737305,6.191020965576172
6.419600009918213,6.417728424072266
6.080986499786377,6.425786018371582
