recall,auprc,precision,loss,auroc,val_recall,val_auprc,val_precision,val_loss,val_auroc
0.9718756079673767,0.9547610878944397,0.9615460634231567,0.4944571256637573,0.44981396198272705,0.9999806880950928,0.9428144097328186,0.9538536667823792,0.26198142766952515,0.3954426646232605
0.9999902248382568,0.965055525302887,0.9615770578384399,0.20540305972099304,0.5039646625518799,0.9999884366989136,0.9657225608825684,0.9538816213607788,0.2052207589149475,0.58453369140625
0.9999960064888,0.9747280478477478,0.9616137146949768,0.1788356751203537,0.6170637607574463,0.9999949336051941,0.9720492959022522,0.9538787007331848,0.19509118795394897,0.641688883304596
0.9999935030937195,0.9782097339630127,0.9615920186042786,0.1712607443332672,0.657217800617218,0.9999867677688599,0.9747700691223145,0.953889012336731,0.19001516699790955,0.6673575043678284
0.9999741911888123,0.9800475835800171,0.9615961909294128,0.16678830981254578,0.6794165372848511,0.9999687671661377,0.9764586091041565,0.9538953900337219,0.18630936741828918,0.6845925450325012
0.9999564290046692,0.981345534324646,0.9616214036941528,0.163223996758461,0.696264922618866,0.9999648928642273,0.9777795076370239,0.9539322257041931,0.18302717804908752,0.6989843845367432
0.9999507069587708,0.9824502468109131,0.9616290926933289,0.1600409746170044,0.7110543251037598,0.9999544620513916,0.9789072275161743,0.9539003968238831,0.18018193542957306,0.7116720676422119
0.9999455809593201,0.9834620952606201,0.9616512656211853,0.15699751675128937,0.7246233820915222,0.9999457597732544,0.9800540208816528,0.9539608359336853,0.1771402657032013,0.7236698865890503
0.9999340772628784,0.984430730342865,0.9616826176643372,0.15408283472061157,0.7372026443481445,0.9999427199363708,0.9810869693756104,0.9539335370063782,0.17449288070201874,0.7345501184463501
0.9999292492866516,0.985334038734436,0.9616736769676208,0.1513238251209259,0.7489285469055176,0.9999422430992126,0.982039213180542,0.9539380073547363,0.17193523049354553,0.7443313598632812
0.999921441078186,0.9861631393432617,0.9616485238075256,0.14883564412593842,0.7594286799430847,0.9999341368675232,0.9829511046409607,0.9539366364479065,0.1695457100868225,0.7534433007240295
0.9999188780784607,0.9869533181190491,0.9616621136665344,0.14637519419193268,0.7690596580505371,0.9999164342880249,0.9837230443954468,0.9539473652839661,0.16747133433818817,0.7611412405967712
0.9999146461486816,0.9876316785812378,0.9616492986679077,0.14421948790550232,0.7776679992675781,0.9999117255210876,0.984420895576477,0.9539765119552612,0.16556578874588013,0.7681981325149536
0.9999095797538757,0.9882388710975647,0.9616417288780212,0.1423373818397522,0.7856009006500244,0.9999171495437622,0.9850189685821533,0.9539291858673096,0.16407188773155212,0.7747565507888794
0.9999052286148071,0.9888378381729126,0.9616832137107849,0.14052553474903107,0.7933545708656311,0.9999078512191772,0.9855672717094421,0.9539364576339722,0.16272220015525818,0.780846118927002
0.999902069568634,0.9893627762794495,0.9616773724555969,0.13903139531612396,0.8006569743156433,0.9999011754989624,0.9860903024673462,0.9539535641670227,0.16146650910377502,0.7868638634681702
0.9998984336853027,0.9898711442947388,0.9616957306861877,0.137670636177063,0.8077958822250366,0.9999012351036072,0.9865874648094177,0.9539516568183899,0.16047683358192444,0.7928887009620667
0.9998955726623535,0.9903383851051331,0.9616675972938538,0.13660535216331482,0.8148300051689148,0.9998843669891357,0.9870001077651978,0.953952968120575,0.15966756641864777,0.7981730103492737
0.9998854398727417,0.9907809495925903,0.9616797566413879,0.13555055856704712,0.821452260017395,0.9998723268508911,0.9873850345611572,0.9539681673049927,0.15888984501361847,0.8029195666313171
