recall,auprc,precision,loss,auroc,val_recall,val_auprc,val_precision,val_loss,val_auroc
0.9998872876167297,0.9911627769470215,0.9616865515708923,0.134596586227417,0.8269950151443481,0.9998780488967896,0.9876946210861206,0.9539743661880493,0.15825195610523224,0.8065228462219238
0.9998881220817566,0.9914965629577637,0.961708664894104,0.13370230793952942,0.8315772414207458,0.9998730421066284,0.9879255890846252,0.9539536833763123,0.15782208740711212,0.8093152046203613
0.9998860359191895,0.9917634129524231,0.9617061018943787,0.13297529518604279,0.8353028893470764,0.9998645186424255,0.9881319403648376,0.9539955258369446,0.15726760029792786,0.8116860389709473
0.9998838901519775,0.9920024871826172,0.9617086052894592,0.1322694569826126,0.8385596871376038,0.9998722076416016,0.9882761240005493,0.953975260257721,0.15693490207195282,0.8134490251541138
0.9998815059661865,0.9921767711639404,0.9616624712944031,0.1318320780992508,0.8409558534622192,0.9998413324356079,0.9883853197097778,0.9539549350738525,0.15675967931747437,0.814846932888031
0.9998771548271179,0.992372989654541,0.9617029428482056,0.13114994764328003,0.8434843420982361,0.9998330473899841,0.9884663224220276,0.9539642930030823,0.15655383467674255,0.8158345222473145
0.9998775720596313,0.9925058484077454,0.9617016315460205,0.13068626821041107,0.8452083468437195,0.9998281598091125,0.9885619878768921,0.9539850354194641,0.15628910064697266,0.8170369863510132
0.9998829960823059,0.992630660533905,0.9616829752922058,0.13028554618358612,0.8468419909477234,0.9998186826705933,0.9886046051979065,0.9540157914161682,0.1561019867658615,0.8174655437469482
0.9998822212219238,0.9927539825439453,0.961713433265686,0.1297825574874878,0.8484058976173401,0.9997938871383667,0.9886375665664673,0.9539873003959656,0.1561189442873001,0.8181279897689819
0.9998794794082642,0.9928430318832397,0.9616857767105103,0.12948955595493317,0.8496456146240234,0.9998002052307129,0.9886543154716492,0.9539975523948669,0.15600110590457916,0.8184370994567871
0.9998849034309387,0.9929215908050537,0.9617089033126831,0.12911221385002136,0.8505718111991882,0.9997689127922058,0.9886621236801147,0.9540102481842041,0.15597397089004517,0.8186643123626709
0.9998773336410522,0.993004322052002,0.9617446660995483,0.12872333824634552,0.8516251444816589,0.9997499585151672,0.9886630773544312,0.95396888256073,0.15613342821598053,0.8189168572425842
0.9998790621757507,0.993071436882019,0.9616994857788086,0.12852343916893005,0.8525792360305786,0.9997351169586182,0.9886609315872192,0.9540133476257324,0.15605971217155457,0.8190364837646484
0.9998809695243835,0.9931216835975647,0.96169114112854,0.12829937040805817,0.8532326221466064,0.9997013211250305,0.9886268377304077,0.954021155834198,0.15615646541118622,0.8188915252685547
0.999877393245697,0.9931783676147461,0.9617023468017578,0.12803193926811218,0.8539769649505615,0.9996992945671082,0.9885923266410828,0.9539859890937805,0.15629491209983826,0.8188627362251282
